[(168, 142, 106), (181, 154, 118), (155, 129, 97), (139, 115, 88), (17, 8, 12)]
[(114, 182, 226), (148, 202, 231), (61, 120, 198), (73, 147, 225), (99, 157, 204)]
[(238, 215, 168), (245, 226, 182), (226, 201, 152), (210, 185, 136), (192, 168, 122)]
[(161, 134, 40), (86, 61, 29), (126, 98, 26), (49, 27, 14), (248, 242, 226)]
[(60, 119, 156), (59, 115, 126), (88, 132, 173), (57, 100, 90), (126, 120, 47)]
[(21, 39, 34), (42, 76, 52), (72, 110, 82), (107, 144, 116), (205, 99, 74)]
[(223, 180, 58), (192, 127, 57), (150, 111, 85), (102, 91, 100), (123, 118, 145)]
[(199, 175, 112), (168, 157, 101), (138, 131, 83), (79, 73, 40), (18, 13, 5)]
[(187, 181, 178), (53, 59, 60), (68, 84, 72), (200, 196, 194), (37, 36, 39)]
[(157, 135, 41), (181, 157, 53), (131, 112, 33), (83, 152, 130), (217, 187, 68)]
[(117, 136, 120), (142, 161, 140), (134, 108, 79), (110, 78, 60), (92, 108, 101)]
[(17, 16, 17), (27, 30, 30), (39, 48, 39), (124, 105, 55), (132, 119, 80)]
[(16, 42, 121), (14, 76, 157), (31, 40, 56), (76, 92, 87), (103, 131, 140)]
[(200, 173, 62), (226, 186, 54), (33, 50, 59), (76, 89, 66), (170, 159, 62)]
[(136, 195, 159), (230, 180, 29), (144, 103, 30), (107, 72, 20), (162, 213, 190)]
[(76, 86, 87), (35, 45, 83), (98, 116, 134), (51, 73, 136), (13, 15, 43)]
[(16, 12, 16), (30, 23, 24), (48, 36, 31), (61, 55, 41), (85, 76, 52)]
[(66, 77, 62), (76, 92, 83), (47, 59, 46), (95, 114, 111), (106, 101, 68)]
[(60, 19, 15), (76, 36, 28), (42, 5, 4), (138, 91, 43), (87, 59, 49)]
[(219, 207, 170), (233, 221, 183), (203, 191, 154), (244, 235, 199), (186, 173, 136)]
[(230, 211, 77), (229, 216, 114), (224, 182, 44), (201, 135, 35), (210, 171, 88)]
[(249, 245, 191), (251, 251, 203), (244, 233, 180), (227, 214, 165), (200, 187, 144)]
[(105, 110, 77), (135, 141, 109), (202, 184, 176), (170, 164, 134), (148, 126, 74)]
[(199, 221, 158), (32, 94, 80), (38, 112, 107), (70, 121, 137), (28, 39, 46)]
[(143, 191, 203), (93, 173, 195), (200, 217, 221), (95, 137, 130), (55, 102, 90)]
[(58, 105, 104), (40, 75, 68), (96, 137, 112), (21, 38, 35), (74, 138, 178)]
[(226, 236, 236), (206, 212, 210), (170, 178, 175), (212, 203, 167), (143, 144, 136)]
[(62, 48, 37), (81, 63, 48), (42, 33, 27), (100, 78, 58), (121, 95, 70)]
[(213, 214, 203), (222, 224, 212), (199, 200, 188), (182, 182, 169), (162, 161, 148)]
[(42, 14, 5), (51, 19, 7), (21, 5, 2), (31, 10, 4), (64, 26, 11)]
[(23, 22, 12), (34, 29, 16), (49, 38, 20), (69, 50, 27), (105, 67, 35)]
[(111, 60, 15), (72, 44, 11), (151, 81, 19), (202, 211, 182), (30, 20, 5)]
[(197, 198, 192), (208, 209, 202), (186, 187, 181), (73, 75, 74), (59, 62, 61)]
[(120, 125, 68), (85, 76, 51), (98, 104, 61), (148, 148, 72), (185, 156, 67)]
[(151, 138, 121), (118, 121, 113), (92, 96, 89), (163, 164, 149), (138, 105, 71)]
[(199, 200, 112), (225, 215, 123), (224, 194, 75), (222, 223, 164), (149, 103, 39)]
[(125, 145, 89), (136, 173, 128), (173, 195, 157), (170, 162, 105), (120, 115, 54)]
[(218, 220, 184), (196, 199, 168), (217, 206, 160), (38, 36, 34), (59, 49, 43)]
[(168, 183, 201), (138, 161, 189), (121, 104, 28), (200, 202, 204), (88, 76, 21)]
[(97, 121, 82), (117, 145, 100), (69, 89, 64), (44, 61, 46), (144, 166, 120)]
[(223, 133, 67), (88, 125, 137), (112, 151, 160), (138, 89, 57), (227, 197, 105)]
[(21, 73, 84), (25, 84, 112), (30, 97, 145), (9, 25, 15), (198, 195, 142)]
[(182, 105, 45), (204, 136, 54), (152, 91, 36), (206, 153, 97), (223, 190, 117)]
[(39, 7, 8), (58, 22, 19), (161, 114, 91), (135, 90, 71), (187, 138, 110)]
[(45, 64, 48), (61, 89, 79), (92, 83, 43), (129, 111, 60), (18, 32, 24)]
[(205, 205, 205), (196, 196, 196), (213, 213, 213), (182, 182, 182), (163, 163, 163)]
[(10, 29, 26), (62, 50, 36), (28, 43, 41), (84, 84, 57), (48, 71, 76)]
[(209, 225, 220), (173, 179, 153), (193, 203, 183), (153, 151, 116), (81, 94, 77)]
[(141, 157, 141), (115, 131, 118), (173, 180, 180), (83, 97, 91), (236, 200, 140)]
[(214, 198, 189), (66, 49, 47), (78, 61, 58), (201, 184, 176), (225, 209, 200)]
[(88, 104, 50), (60, 68, 35), (31, 25, 13), (145, 134, 58), (104, 135, 85)]
[(212, 212, 211), (197, 197, 196), (180, 181, 180), (163, 163, 163), (144, 145, 145)]
[(223, 194, 163), (70, 67, 59), (237, 210, 179), (204, 179, 151), (88, 85, 76)]
[(233, 220, 185), (227, 212, 174), (239, 228, 196), (218, 200, 158), (138, 119, 77)]
[(243, 225, 193), (237, 217, 176), (138, 108, 60), (116, 88, 45), (160, 130, 78)]
[(200, 119, 48), (177, 197, 190), (71, 58, 56), (124, 159, 163), (122, 100, 88)]
[(63, 73, 33), (139, 150, 109), (102, 117, 74), (204, 207, 174), (168, 180, 151)]
[(76, 64, 63), (101, 101, 109), (122, 82, 30), (129, 84, 74), (97, 28, 29)]
[(55, 54, 51), (71, 73, 71), (33, 32, 33), (97, 99, 91), (129, 124, 105)]
[(78, 69, 47), (119, 103, 69), (94, 87, 63), (117, 83, 43), (141, 121, 79)]
[(44, 67, 49), (76, 106, 62), (23, 24, 18), (121, 135, 55), (164, 172, 81)]
[(35, 16, 15), (61, 42, 44), (149, 106, 46), (108, 108, 134), (109, 56, 21)]
[(237, 238, 237), (218, 220, 219), (122, 124, 122), (147, 149, 147), (97, 99, 97)]
[(221, 215, 199), (246, 239, 226), (234, 227, 212), (208, 202, 186), (193, 187, 171)]
[(202, 127, 27), (32, 28, 11), (69, 64, 30), (160, 80, 16), (191, 147, 80)]
[(28, 3, 1), (51, 19, 3), (40, 10, 3), (62, 27, 4), (15, 1, 0)]
[(227, 207, 144), (221, 192, 117), (205, 172, 96), (224, 183, 70), (188, 146, 71)]
[(238, 227, 200), (103, 95, 77), (80, 76, 63), (125, 115, 92), (56, 54, 48)]
[(247, 215, 155), (102, 119, 139), (75, 97, 119), (245, 201, 129), (248, 229, 184)]
[(65, 63, 24), (28, 37, 15), (121, 89, 24), (80, 87, 57), (119, 121, 66)]
[(17, 11, 17), (36, 20, 25), (57, 29, 32), (79, 39, 39), (140, 66, 46)]
[(29, 27, 18), (56, 69, 39), (143, 75, 40), (173, 109, 41), (76, 108, 66)]
[(160, 182, 173), (126, 153, 147), (79, 86, 66), (56, 48, 40), (113, 118, 95)]
[(11, 10, 6), (249, 232, 180), (34, 27, 19), (59, 48, 35), (236, 206, 156)]
[(15, 16, 12), (56, 48, 21), (104, 74, 33), (28, 33, 50), (173, 74, 16)]
[(145, 149, 37), (109, 118, 35), (171, 171, 50), (83, 89, 27), (196, 199, 113)]
[(198, 187, 189), (227, 201, 154), (210, 181, 131), (156, 156, 182), (168, 148, 122)]
[(20, 30, 26), (13, 26, 21), (31, 41, 33), (39, 56, 45), (52, 71, 55)]
[(111, 108, 58), (151, 101, 62), (188, 129, 82), (131, 147, 83), (239, 236, 207)]
[(170, 183, 158), (152, 167, 142), (26, 24, 26), (147, 72, 47), (60, 48, 47)]
[(74, 64, 33), (54, 42, 26), (154, 174, 144), (181, 191, 142), (95, 88, 41)]
[(56, 57, 56), (72, 72, 70), (212, 189, 161), (91, 90, 85), (230, 209, 179)]
[(127, 169, 106), (147, 186, 129), (237, 223, 54), (189, 193, 48), (17, 24, 30)]
[(192, 152, 88), (178, 131, 59), (215, 158, 59), (223, 176, 91), (157, 141, 105)]
[(162, 164, 68), (147, 147, 56), (73, 82, 39), (188, 149, 106), (125, 101, 78)]
[(208, 208, 216), (223, 223, 230), (192, 192, 200), (176, 176, 184), (160, 160, 168)]
[(33, 36, 37), (204, 177, 117), (227, 205, 147), (169, 142, 83), (118, 109, 62)]
[(189, 178, 147), (165, 156, 126), (206, 199, 172), (114, 113, 85), (138, 136, 106)]
[(108, 59, 28), (74, 35, 18), (138, 86, 40), (173, 112, 49), (36, 15, 11)]
[(235, 204, 151), (143, 140, 125), (194, 168, 124), (174, 135, 84), (233, 218, 190)]
[(20, 22, 18), (12, 13, 10), (29, 27, 28), (30, 42, 22), (38, 40, 37)]
[(14, 5, 4), (23, 12, 11), (33, 20, 18), (55, 34, 28), (120, 82, 57)]
[(143, 120, 27), (19, 12, 5), (43, 30, 11), (123, 97, 19), (70, 51, 14)]
[(17, 7, 8), (33, 19, 17), (52, 33, 26), (75, 55, 39), (187, 122, 59)]
[(128, 168, 177), (147, 184, 191), (127, 151, 143), (108, 151, 161), (96, 128, 129)]
[(88, 107, 24), (53, 73, 26), (130, 130, 38), (79, 123, 69), (19, 28, 12)]
[(186, 193, 192), (153, 155, 146), (170, 173, 168), (137, 134, 124), (204, 211, 209)]
[(73, 74, 81), (58, 59, 71), (27, 19, 39), (45, 38, 55), (90, 90, 96)]
[(42, 34, 25), (211, 212, 201), (59, 52, 43), (191, 192, 180), (173, 172, 161)]
[(239, 240, 219), (217, 220, 196), (100, 182, 138), (117, 138, 120), (63, 162, 115)]
[(250, 248, 242), (239, 235, 226), (220, 214, 205), (194, 188, 179), (168, 161, 152)]
[(250, 249, 227), (246, 241, 206), (236, 226, 187), (220, 207, 169), (216, 191, 142)]
[(234, 208, 167), (244, 222, 184), (221, 193, 152), (206, 178, 137), (186, 160, 124)]
[(201, 162, 115), (216, 178, 129), (186, 144, 98), (60, 37, 18), (84, 57, 29)]
[(249, 235, 202), (252, 244, 213), (241, 226, 192), (229, 213, 179), (215, 199, 164)]
[(240, 224, 184), (229, 211, 158), (211, 191, 131), (118, 100, 43), (89, 73, 25)]
[(84, 103, 66), (102, 121, 82), (129, 143, 95), (68, 79, 47), (162, 167, 112)]
[(203, 204, 203), (175, 162, 109), (189, 178, 135), (166, 180, 167), (152, 148, 88)]
[(160, 158, 161), (175, 173, 176), (130, 128, 131), (145, 143, 146), (112, 110, 113)]
[(20, 17, 16), (93, 72, 53), (59, 43, 30), (38, 64, 109), (26, 42, 66)]
[(195, 180, 140), (134, 148, 178), (177, 153, 108), (76, 117, 170), (126, 146, 123)]
[(50, 82, 95), (76, 107, 109), (148, 143, 135), (29, 51, 77), (110, 130, 125)]
[(243, 230, 201), (234, 218, 188), (219, 201, 174), (197, 181, 158), (172, 157, 137)]
[(229, 221, 203), (224, 215, 195), (159, 149, 136), (207, 196, 176), (136, 128, 117)]
[(236, 236, 236), (221, 222, 222), (202, 203, 202), (181, 182, 181), (159, 160, 160)]
[(91, 72, 33), (227, 201, 53), (121, 118, 44), (47, 37, 20), (234, 211, 166)]
[(9, 9, 5), (198, 184, 162), (64, 52, 37), (220, 207, 184), (176, 160, 138)]
[(19, 13, 16), (115, 119, 79), (137, 137, 102), (160, 158, 123), (41, 33, 28)]
[(212, 216, 195), (193, 197, 172), (150, 166, 183), (121, 143, 168), (100, 118, 141)]
[(249, 231, 169), (46, 38, 31), (72, 59, 48), (237, 205, 149), (21, 16, 14)]
[(43, 52, 66), (33, 39, 48), (109, 92, 85), (126, 110, 100), (63, 71, 85)]
[(191, 153, 13), (247, 234, 139), (233, 212, 123), (164, 118, 20), (141, 97, 21)]
[(49, 92, 111), (34, 75, 97), (25, 56, 77), (21, 35, 49), (71, 106, 123)]
[(40, 14, 2), (32, 9, 2), (54, 25, 5), (47, 20, 4), (61, 31, 6)]
[(251, 253, 236), (249, 245, 220), (239, 229, 203), (219, 210, 188), (199, 190, 169)]
[(63, 105, 48), (32, 56, 97), (64, 80, 101), (46, 62, 51), (23, 38, 31)]
[(149, 127, 94), (169, 146, 109), (128, 108, 78), (106, 90, 63), (189, 165, 126)]
[(85, 71, 34), (134, 102, 38), (64, 53, 27), (111, 79, 32), (103, 96, 50)]
[(60, 104, 163), (39, 67, 126), (152, 111, 63), (74, 91, 90), (114, 72, 37)]
[(183, 180, 130), (200, 197, 148), (157, 160, 113), (84, 77, 48), (121, 90, 53)]
[(201, 167, 91), (196, 175, 142), (161, 140, 106), (169, 120, 52), (111, 100, 44)]
[(134, 99, 90), (91, 66, 71), (67, 121, 230), (243, 227, 70), (34, 72, 196)]
[(74, 57, 25), (47, 35, 13), (116, 81, 34), (145, 129, 43), (148, 94, 49)]
[(19, 12, 7), (47, 35, 23), (78, 56, 36), (156, 123, 95), (123, 89, 59)]
[(92, 163, 154), (29, 23, 33), (80, 133, 130), (114, 186, 177), (45, 44, 55)]
[(149, 139, 105), (180, 168, 132), (92, 91, 48), (216, 195, 107), (215, 198, 156)]
[(63, 85, 65), (166, 107, 65), (102, 111, 93), (176, 186, 181), (130, 158, 167)]
[(107, 128, 84), (170, 176, 119), (144, 154, 96), (72, 98, 76), (98, 104, 55)]
[(191, 190, 185), (201, 200, 195), (181, 181, 176), (211, 210, 205), (171, 170, 165)]
[(149, 178, 137), (128, 122, 84), (162, 119, 53), (75, 66, 42), (134, 153, 113)]
[(209, 192, 168), (196, 179, 155), (222, 206, 182), (181, 165, 141), (163, 147, 124)]
[(90, 73, 74), (126, 80, 66), (63, 54, 59), (96, 54, 46), (41, 32, 41)]
[(117, 104, 76), (63, 102, 81), (168, 121, 75), (36, 56, 72), (163, 152, 140)]
[(200, 216, 230), (225, 230, 232), (202, 199, 195), (115, 78, 42), (171, 163, 151)]
[(24, 20, 30), (43, 34, 41), (63, 49, 52), (86, 69, 66), (112, 90, 81)]
[(29, 24, 22), (44, 39, 36), (61, 56, 51), (78, 72, 67), (95, 90, 83)]
[(207, 196, 152), (207, 169, 88), (13, 16, 10), (187, 146, 66), (41, 43, 32)]
[(127, 164, 105), (158, 180, 142), (68, 97, 66), (94, 126, 97), (196, 200, 176)]
[(137, 116, 76), (158, 134, 90), (113, 98, 63), (89, 78, 50), (180, 154, 105)]
[(98, 127, 92), (198, 122, 41), (66, 88, 85), (219, 154, 61), (69, 122, 152)]
[(100, 93, 52), (129, 126, 83), (58, 59, 34), (177, 154, 88), (17, 18, 11)]
[(225, 202, 111), (134, 117, 75), (202, 176, 96), (104, 89, 45), (121, 166, 39)]
[(80, 97, 106), (55, 66, 72), (196, 153, 99), (110, 128, 134), (26, 33, 39)]
[(239, 228, 216), (231, 214, 198), (213, 195, 179), (194, 175, 158), (174, 155, 137)]
[(46, 41, 32), (168, 129, 75), (23, 20, 18), (185, 149, 96), (139, 102, 53)]
[(218, 223, 207), (234, 235, 220), (198, 209, 200), (42, 41, 30), (21, 20, 17)]
[(53, 34, 37), (22, 11, 13), (114, 89, 65), (84, 59, 43), (117, 103, 112)]
[(117, 98, 74), (49, 128, 221), (33, 86, 178), (153, 137, 106), (162, 136, 49)]
[(174, 164, 154), (159, 149, 137), (189, 179, 172), (126, 150, 127), (113, 136, 113)]
[(111, 99, 59), (87, 75, 51), (61, 50, 37), (123, 118, 86), (152, 147, 110)]
[(179, 177, 56), (138, 139, 44), (230, 215, 62), (237, 231, 163), (35, 23, 19)]
[(64, 81, 95), (49, 52, 47), (83, 111, 137), (194, 167, 150), (113, 146, 174)]
[(241, 239, 237), (222, 221, 219), (203, 202, 202), (180, 180, 179), (154, 154, 153)]
[(237, 240, 226), (225, 226, 213), (211, 212, 199), (193, 193, 180), (172, 171, 158)]
[(227, 221, 221), (217, 211, 211), (237, 231, 231), (254, 253, 253), (188, 183, 183)]
[(167, 167, 156), (153, 153, 142), (184, 184, 172), (27, 22, 13), (200, 201, 189)]
[(23, 36, 25), (39, 52, 39), (226, 217, 194), (57, 70, 55), (76, 88, 72)]
[(234, 225, 209), (221, 209, 190), (202, 189, 172), (64, 48, 50), (249, 244, 234)]
[(62, 60, 63), (50, 48, 51), (73, 71, 74), (120, 118, 121), (103, 101, 104)]
[(30, 12, 12), (147, 98, 49), (121, 74, 37), (175, 119, 59), (89, 50, 30)]
[(56, 93, 122), (65, 110, 140), (199, 184, 174), (69, 58, 47), (176, 160, 149)]
[(237, 200, 162), (244, 210, 171), (219, 185, 152), (200, 167, 136), (180, 149, 119)]
[(15, 7, 4), (35, 20, 11), (62, 37, 21), (92, 58, 33), (126, 82, 45)]
[(12, 11, 8), (26, 21, 16), (216, 197, 171), (46, 33, 25), (198, 177, 151)]
[(101, 97, 75), (88, 87, 69), (113, 107, 81), (125, 119, 91), (139, 132, 103)]
[(36, 70, 96), (26, 53, 78), (49, 91, 118), (20, 29, 48), (193, 185, 179)]
[(105, 173, 118), (215, 177, 115), (109, 78, 52), (182, 139, 86), (75, 50, 33)]
[(112, 81, 75), (200, 110, 70), (160, 95, 75), (69, 62, 67), (28, 31, 50)]
[(101, 87, 49), (67, 63, 36), (144, 99, 57), (179, 136, 83), (212, 167, 114)]
[(56, 41, 29), (78, 61, 44), (31, 22, 14), (102, 83, 59), (172, 145, 79)]
[(37, 28, 19), (51, 41, 28), (71, 56, 37), (96, 70, 40), (141, 105, 49)]
[(118, 118, 115), (131, 130, 128), (147, 146, 144), (55, 55, 52), (105, 105, 101)]
[(45, 45, 46), (65, 65, 65), (29, 29, 29), (87, 87, 87), (156, 156, 156)]
[(168, 112, 57), (143, 99, 53), (186, 134, 66), (7, 12, 6), (31, 38, 23)]
[(138, 84, 49), (185, 115, 53), (241, 191, 63), (95, 55, 42), (243, 215, 111)]
[(66, 70, 69), (78, 82, 81), (55, 60, 59), (92, 96, 94), (108, 111, 109)]
[(216, 235, 239), (196, 215, 219), (65, 67, 62), (154, 112, 61), (108, 100, 86)]
[(94, 98, 79), (114, 74, 52), (83, 86, 61), (132, 94, 69), (83, 61, 40)]
[(33, 22, 22), (44, 31, 29), (22, 13, 13), (62, 41, 33), (88, 59, 42)]
[(187, 200, 216), (225, 223, 214), (203, 201, 185), (160, 182, 199), (170, 150, 75)]
[(119, 143, 41), (154, 169, 59), (83, 113, 40), (107, 147, 91), (240, 246, 241)]
[(237, 218, 168), (230, 210, 158), (240, 226, 184), (213, 193, 142), (32, 30, 14)]
[(237, 220, 179), (226, 208, 167), (46, 43, 36), (59, 57, 48), (208, 194, 156)]
[(241, 154, 59), (108, 79, 47), (69, 109, 132), (51, 78, 84), (14, 16, 11)]
[(124, 141, 90), (96, 116, 70), (174, 179, 156), (155, 166, 115), (66, 75, 66)]
[(219, 204, 177), (202, 187, 160), (186, 171, 143), (168, 154, 126), (235, 221, 196)]
[(215, 197, 135), (183, 176, 134), (169, 155, 106), (223, 215, 167), (209, 172, 94)]
[(121, 93, 33), (146, 122, 42), (87, 138, 134), (158, 161, 81), (149, 199, 154)]
[(56, 38, 24), (122, 98, 62), (141, 116, 79), (100, 80, 48), (242, 217, 121)]
[(174, 194, 141), (143, 188, 205), (127, 154, 126), (210, 227, 189), (191, 165, 72)]
[(240, 240, 240), (170, 174, 173), (148, 152, 151), (193, 196, 194), (126, 130, 129)]
[(245, 232, 200), (235, 219, 171), (211, 193, 140), (66, 50, 22), (31, 21, 10)]
[(199, 197, 200), (177, 175, 178), (155, 154, 157), (214, 212, 215), (35, 34, 37)]
[(63, 46, 37), (192, 182, 124), (95, 72, 65), (27, 21, 16), (122, 51, 29)]
[(236, 228, 226), (208, 212, 217), (58, 97, 98), (35, 47, 63), (85, 117, 136)]
[(172, 172, 172), (195, 195, 195), (149, 149, 149), (126, 126, 126), (246, 246, 246)]
[(27, 43, 28), (69, 80, 51), (189, 170, 102), (48, 63, 39), (163, 151, 92)]
